"usuario","textoLcu","fuente","favs","rt","lugar","seguidores","texto_original"
"PauloLondra","Donde en medio de la joda nos tomamos un poco serio lo de conversar un rato. <U+0001F347>
#guardaquevoy 
#jeh
#leonesconflow 
Ya voy a practicar tranka ","Instagram",8779,383,"",1741703,"Donde en medio de la joda nos tomamos un poco serio lo de conversar un rato. <U+0001F347>
#guardaquevoy 
#jeh
#leonesconflow 
Ya voy a practicar tranka https://t.co/EEctOZAkZs"
"DukiSSJ","ajajaj elon musk quiere comprar twitter por 43 mil millones de dolares alguien q le avise q en el app store esta gratis <U+0001F602><U+0001F602><U+0001F602>","Twitter for iPhone",0,1285,"LAS NUBES",2840073,"ajajaj elon musk quiere comprar twitter por 43 mil millones de dolares alguien q le avise q en el app store esta gratis <U+0001F602><U+0001F602><U+0001F602>"
"tiagopzk","Gracias gracias gracias por el apoyo a now, la escribí hace casi medio año y estaba muy indeciso, no sabía si sacarla o no, es increíble ver cómo todos los días crece más y me llegan muchos comentarios positivos<U+0001F64F><U+0001F3FB><U+2764><U+FE0F>","Twitter for iPhone",0,204,"",1302318,"Gracias gracias gracias por el apoyo a now, la escribí hace casi medio año y estaba muy indeciso, no sabía si sacarla o no, es increíble ver cómo todos los días crece más y me llegan muchos comentarios positivos<U+0001F64F><U+0001F3FB><U+2764><U+FE0F>"
"DukiSSJ","Cuanto respeto, admirable","Twitter for iPhone",4397,47,"LAS NUBES",2840074,"@9zTeam Cuanto respeto, admirable"
"kheayf","<U+0001F1E6><U+0001F1F7><U+0001F3E0><U+0001F498>","Twitter for iPhone",785,17,"Argentina",1515685,"@premiolonuestro <U+0001F1E6><U+0001F1F7><U+0001F3E0><U+0001F498>"
"cazzuoficial","“Una niña inútil” 3 nominaciones a los premios Gardel <U+0001F972><U+0001F5A4><U+0001F940>","Twitter for iPhone",10984,270,"Buenos Aires, Argentina",1653203,"“Una niña inútil” 3 nominaciones a los premios Gardel <U+0001F972><U+0001F5A4><U+0001F940>"
"DukiSSJ","CERRA EL ORTO GIL, VOY A JUGAR CON ECUADOR IMBECIL MALA LECHE","Twitter for iPhone",1006,14,"LAS NUBES",2840073,"@Dementardox @gonchobanzas @LuknCSGO CERRA EL ORTO GIL, VOY A JUGAR CON ECUADOR IMBECIL MALA LECHE"
"DukiSSJ","Tiago PZK <U+0001F1E6><U+0001F1F7>, Maria Becerra <U+0001F1E6><U+0001F1F7> y LIT killah <U+0001F1E6><U+0001F1F7> presentando ""Entre Nosotros Remix"" en los #LatinAMAs <U+0001F3C6><U+0001F4A5>

","Twitter for iPhone",0,2829,"LAS NUBES",2840073,"Tiago PZK <U+0001F1E6><U+0001F1F7>, Maria Becerra <U+0001F1E6><U+0001F1F7> y LIT killah <U+0001F1E6><U+0001F1F7> presentando ""Entre Nosotros Remix"" en los #LatinAMAs <U+0001F3C6><U+0001F4A5>

https://t.co/dyE4yb031n"
"DukiSSJ","Frijo - Estamos de Pari

""el Duki rolando""

(4/5) ","Twitter for iPhone",0,30,"LAS NUBES",2840073,"Frijo - Estamos de Pari

""el Duki rolando""

(4/5) https://t.co/z3jjx1i9uM"
"MariaBecerra22","QUE PEDAZO DE TEMON LPM! Te amo ","Twitter for iPhone",4960,173,"",2294625,"QUE PEDAZO DE TEMON LPM! Te amo @FMK026 

 https://t.co/KYfjsYlC8G"
"tiagopzk","Q capo el ferxxo wacho ","Twitter for iPhone",4479,150,"",1302318,"Q capo el ferxxo wacho https://t.co/BZ1csklGKK"
"tiagopzk","Todo mal gato","Twitter for iPhone",6013,187,"",1302318,"@TruenoOficiaI Todo mal gato"
"PauloLondra","Y llegaste vos y me cambiaste la vida","Twitter for iPhone",36799,4256,"",1741703,"Y llegaste vos y me cambiaste la vida"
"KiddKeo95Flames","Pico y pala... poco a poco","Twitter for iPhone",2622,541,"ROCKPORT",473625,"Pico y pala... poco a poco"
"cazzuoficial","por si no conoces esta joyita vintage","Twitter for iPhone",1417,67,"Buenos Aires, Argentina",1653203,"https://t.co/4pfjaBIkmY por si no conoces esta joyita vintage"
"kheayf","KHEA X REIK X LLANE OUT NOW ","Twitter for iPhone",3733,174,"Argentina",1515685,"KHEA X REIK X LLANE OUT NOW https://t.co/RaYgl7R9jn"
"DukiSSJ","MAÑANA ","Twitter for iPhone",0,585,"LAS NUBES",2840074,"MAÑANA https://t.co/3WDLIWOAwt"
"rusherkingg","RU SHER KING
L U C K
NOS FUIMOS SIN EQUIPAJE
DEAR GEN TINA ES QUE LO TRAJE","Twitter for iPhone",0,339,"Santiago del Estero, Argentina",854599,"RU SHER KING
L U C K
NOS FUIMOS SIN EQUIPAJE
DEAR GEN TINA ES QUE LO TRAJE"
"rusherkingg","Ayer fue la primera vez que vi a lit en pedo, día histórico","Twitter for iPhone",32793,520,"Santiago del Estero, Argentina",854599,"Ayer fue la primera vez que vi a lit en pedo, día histórico"
"rusherkingg","Tengo una cumbia muy zarpada la puta madre","Twitter for iPhone",9786,149,"Santiago del Estero, Argentina",854599,"Tengo una cumbia muy zarpada la puta madre"
"DukiSSJ","Lo d Trueno con Gorillaz no tiene sentidooooooooooooooo","Twitter for iPhone",0,1224,"LAS NUBES",2840073,"Lo d Trueno con Gorillaz no tiene sentidooooooooooooooo"
"tiagopzk","Los que hablan de la industria sin haber sacado un tema o hablar de como hacer musica sin haberse metido al estudio nunca<U+0001F921><U+0001F921><U+0001F921> escriban un tema antes de escribir boludeces;)","Twitter for iPhone",18813,442,"",1302318,"Los que hablan de la industria sin haber sacado un tema o hablar de como hacer musica sin haberse metido al estudio nunca<U+0001F921><U+0001F921><U+0001F921> escriban un tema antes de escribir boludeces;)"
"rusherkingg","Yo ahora con ustedes también <U+0001F495><U+0001F495>","Twitter for iPhone",157,12,"Santiago del Estero, Argentina",854599,"@rusherxbs Yo ahora con ustedes también <U+0001F495><U+0001F495>"
"LITkillah","Aca el pro","Twitter for iPhone",7140,118,"Argentina",1569130,"@TheGrefg Aca el pro"
"PauloLondra","Estoy on faia, paulito no falla","Twitter for iPhone",20148,715,"",1741703,"Estoy on faia, paulito no falla"
"emimernes_","te amoooo miamorr","Twitter for iPhone",16905,160,"Argentina",1017029,"@DukiSSJ te amoooo miamorr"
"TruenoOficiaI","BUA CHAVAL <U+0001F635><U+200D><U+0001F4AB><U+0001F635><U+200D><U+0001F4AB><U+0001F1EA><U+0001F1F8><U+0001F1EA><U+0001F1F8> ","Twitter for iPhone",10690,372,"Buenos Aires, Argentina",1348060,"BUA CHAVAL <U+0001F635><U+200D><U+0001F4AB><U+0001F635><U+200D><U+0001F4AB><U+0001F1EA><U+0001F1F8><U+0001F1EA><U+0001F1F8> https://t.co/QLeud8gCBR"
"MariaBecerra22","Espero que estes mejor mi amor<U+2665><U+FE0F><U+0001F64F><U+0001F3FD><U+0001F97A> me pone feliz que mi música te ayude asi<U+0001F62D><U+0001F64F><U+0001F3FD> ","Twitter for iPhone",12532,293,"",2294625,"Espero que estes mejor mi amor<U+2665><U+FE0F><U+0001F64F><U+0001F3FD><U+0001F97A> me pone feliz que mi música te ayude asi<U+0001F62D><U+0001F64F><U+0001F3FD> https://t.co/Bry5LWNXgS"
"TruenoOficiaI","Verificado pa viste q las cosas se resuelven hablando bien ","Twitter for iPhone",19156,512,"Buenos Aires, Argentina",1348060,"Verificado pa viste q las cosas se resuelven hablando bien https://t.co/1POCwWjULS"
"MariaBecerra22","Yo ya tengo el palo…telefono pa mi teammmmm!!!! Dale que le grabamos el video y lo sacamos para el 22 pumba ","Twitter for iPhone",16378,444,"",2294625,"Yo ya tengo el palo…telefono pa mi teammmmm!!!! Dale que le grabamos el video y lo sacamos para el 22 pumba https://t.co/SqU0jmC2u0"
"emimernes_","tengo ansiedad pero tengo sueño","Twitter for iPhone",19518,1344,"Argentina",1017029,"tengo ansiedad pero tengo sueño"
"PauloLondra","Con chance me gano un grammy acordate","Twitter for iPhone",102023,3796,"",1741703,"Con chance me gano un grammy acordate"
"emimernes_","no tiene sentido este lugar","Twitter for iPhone",14268,329,"Argentina",1017029,"no tiene sentido este lugar"
"MariaBecerra22","Y ahora salgo con mis gatas nos vamos pal after después de salir del club, porque ninguna noche me mata baby….si no me mataste tu<U+0001F4DD>","Twitter for iPhone",9600,429,"",2294625,"Y ahora salgo con mis gatas nos vamos pal after después de salir del club, porque ninguna noche me mata baby….si no me mataste tu<U+0001F4DD>"
"DukiSSJ","el que amaneció muy tranquilo es el de atención al cliente ","Twitter for iPhone",0,348,"LAS NUBES",2840074,"el que amaneció muy tranquilo es el de atención al cliente https://t.co/xAvSPHDiOa"
"kheayf","bueno me levante 1 tendencia mundial y con 4 nominaciones enpremios lo nuestro <U+0001F498>","Twitter for iPhone",10605,177,"Argentina",1515685,"bueno me levante 1 tendencia mundial y con 4 nominaciones enpremios lo nuestro <U+0001F498>"
"MariaBecerra22","Siempre jajajjajajajajjaj","Twitter for iPhone",341,9,"",2294625,"@tegobibecerra3 Siempre jajajjajajajajjaj"
"bizarrap","Ya disponible la entrevista exclusiva de Bizarrap para la radio Alofoke en su paso por República Dominicana <U+0001F1E9><U+0001F1F4><U+0001F447><U+0001F3FC>

","Twitter for iPhone",0,31,"Buenos Aires, Argentina",3278395,"Ya disponible la entrevista exclusiva de Bizarrap para la radio Alofoke en su paso por República Dominicana <U+0001F1E9><U+0001F1F4><U+0001F447><U+0001F3FC>

https://t.co/OmGdmF22jz https://t.co/wM9PZm6iHo"
"MariaBecerra22","Te amo mi amor! Gracias por estar siempre y publicar cosas que me hace tan feliz ver","Twitter for iPhone",284,20,"",2294625,"@gwsbecerra Te amo mi amor! Gracias por estar siempre y publicar cosas que me hace tan feliz ver"
"DukiSSJ","<U+0001F91D>","Twitter for iPhone",0,12,"LAS NUBES",2840073,"@DukiSSJ @LuknCSGO <U+0001F91D>"
"MariaBecerra22","BAJAJJAJAJWJJAJSJWJQJQJ ","Twitter for iPhone",7744,154,"",2294625,"BAJAJJAJAJWJJAJSJWJQJQJ https://t.co/oEl0qwhI0t"
"tiagopzk","Y le pido a la gente que me sigue que porfavor jamas le tiren mierda a otro artista, el hate aunque no lo demostremos nos afecta mucho.","Twitter for iPhone",26112,581,"",1302318,"Y le pido a la gente que me sigue que porfavor jamas le tiren mierda a otro artista, el hate aunque no lo demostremos nos afecta mucho."
"DukiSSJ","y me dijeron que te vieron llorando cuando toqué en un escenario","Twitter for iPhone",0,622,"LAS NUBES",2840074,"y me dijeron que te vieron llorando cuando toqué en un escenario"
"DukiSSJ","CHILEEEEEE","Twitter for iPhone",0,8,"LAS NUBES",2840074,"@DukiSSJ CHILEEEEEE"
"cazzuoficial","<U+0001F47D><U+0001F494>","Twitter for iPhone",2002,261,"Buenos Aires, Argentina",1653203,"https://t.co/OIwHmFMNNI <U+0001F47D><U+0001F494>"
"TruenoOficiaI","ARE YOU FEEL ME???????","Twitter for iPhone",12326,672,"Buenos Aires, Argentina",1348060,"ARE YOU FEEL ME???????"
"tiagopzk","Como esta el hater","Twitter for iPhone",38,2,"",1302318,"@Kin_4r Como esta el hater"
"DukiSSJ","2x1 vs 00nation. seguimos en pie loco, vamos carajo.","Twitter for iPhone",0,230,"LAS NUBES",2840074,"2x1 vs 00nation. seguimos en pie loco, vamos carajo."
"DukiSSJ","chile","Twitter for iPhone",0,10,"LAS NUBES",2840073,"@DukiSSJ chile"
"tiagopzk","Perdón pero no toy pa cumplir sus estereotipos de belleza soy artista no modelo OBVIO BOBIS","Twitter for iPhone",154092,4806,"",1302318,"Perdón pero no toy pa cumplir sus estereotipos de belleza soy artista no modelo OBVIO BOBIS"
"DukiSSJ","Parece ke funcionó.","Twitter for iPhone",945,13,"LAS NUBES",2840074,"@dukillah Parece ke funcionó."
"cazzuoficial","parece q Mayo era el mes favorito de todos… <U+0001F612> mejor esperemos a Junio k dicen.","Twitter for iPhone",5215,165,"Buenos Aires, Argentina",1653203,"parece q Mayo era el mes favorito de todos… <U+0001F612> mejor esperemos a Junio k dicen."
"cazzuoficial","El mejor rapero de habla hispana, por? ","Twitter for iPhone",2467,283,"Buenos Aires, Argentina",1653203,"El mejor rapero de habla hispana, por? https://t.co/XUEg9ZkYu5"
"DukiSSJ","-Sirve para todos los juegos
-Detecto problemas si la pc está tildada, freezeada, lenta, etc
-La opti es general, no para solo juegos
-Me hablan coordinamos y me adapto a lo que necesiten
-Formatear y optimizar sale 4500$, para aquellos q no saben cómo se formatear
Buen finde<U+2665><U+FE0F>","Twitter for iPhone",0,12,"LAS NUBES",2840074,"-Sirve para todos los juegos
-Detecto problemas si la pc está tildada, freezeada, lenta, etc
-La opti es general, no para solo juegos
-Me hablan coordinamos y me adapto a lo que necesiten
-Formatear y optimizar sale 4500$, para aquellos q no saben cómo se formatear
Buen finde<U+2665><U+FE0F>"
"DukiSSJ","CHILE CHILE <U+0001F1E8><U+0001F1F1>","Twitter for iPhone",0,5,"LAS NUBES",2840073,"@DukiSSJ CHILE CHILE <U+0001F1E8><U+0001F1F1>"
"emimernes_","y me dijeron que te vieron llorando cuando toqué en un escenario","Twitter for iPhone",21675,622,"Argentina",1017029,"y me dijeron que te vieron llorando cuando toqué en un escenario"
"rusherkingg","Buenas buenas","Twitter for iPhone",6730,155,"Santiago del Estero, Argentina",854599,"Buenas buenas"
"KiddKeo95Flames","Como dijo el Tales, quien eres tú,
Llamo a mi tigre te hace Voodoo<U+0001F647><U+0001F3FC><U+200D><U+2642><U+FE0F>","Twitter for iPhone",643,25,"ROCKPORT",473625,"Como dijo el Tales, quien eres tú,
Llamo a mi tigre te hace Voodoo<U+0001F647><U+0001F3FC><U+200D><U+2642><U+FE0F>"
"PauloLondra","Vamo loco que hoy pelea el pepi en la Vegas","Twitter for iPhone",9008,200,"",1741703,"Vamo loco que hoy pelea el pepi en la Vegas"
"emimernes_","una bussines woman 
made in argentina <U+0001F1E6><U+0001F1F7>","Twitter for iPhone",8497,204,"Argentina",1017029,"una bussines woman 
made in argentina <U+0001F1E6><U+0001F1F7>"
"rusherkingg","En unos días me voy a Madrid <U+0001F970><U+2764><U+FE0F>","Twitter for iPhone",4703,86,"Santiago del Estero, Argentina",854599,"En unos días me voy a Madrid <U+0001F970><U+2764><U+FE0F>"
"TruenoOficiaI","Por qué nos debíamos romper un temaiken y en este el mauro esta en su salsa te fuiste","Twitter for iPhone",6171,147,"Buenos Aires, Argentina",1348060,"@rth_vlsco Por qué nos debíamos romper un temaiken y en este el mauro esta en su salsa @DukiSSJ te fuiste"
"KiddKeo95Flames","Tengo el teléfono haciendo mortales<U+0001F4F2>","Twitter for iPhone",820,48,"ROCKPORT",473625,"Tengo el teléfono haciendo mortales<U+0001F4F2>"
"tiagopzk","Para vos las pijas son comida?KEEE","Twitter for iPhone",16003,200,"",1302318,"@LITkillah Para vos las pijas son comida?KEEE"
"TruenoOficiaI","“El disco Atrevido es un poco de eso. Mi barrio, mis ideales, mi familia y mis ñeris.” Trueno en El documental de Atrevido en Vivo!
• — ","Twitter for iPhone",0,143,"Buenos Aires, Argentina",1348060,"“El disco Atrevido es un poco de eso. Mi barrio, mis ideales, mi familia y mis ñeris.” Trueno en El documental de Atrevido en Vivo!
• https://t.co/pQMxvpdMdJ
— @TruenoOficiaI https://t.co/lBWyGjc2eI"
"KiddKeo95Flames","Nos vemos hoy en Logroño!","Twitter for iPhone",322,3,"ROCKPORT",473625,"Nos vemos hoy en Logroño!"
"MariaBecerra22","<U+0001F485><U+0001F3FC>","Twitter for iPhone",909,35,"",2294625,"@wybecerra <U+0001F485><U+0001F3FC>"
"MariaBecerra22","Trata a los demás como te gusta que te traten<U+0001F496>","Twitter for iPhone",39183,6463,"",2294625,"Trata a los demás como te gusta que te traten<U+0001F496>"
"MariaBecerra22","Me preguntan como la pasé en el show de María y no me sale explicarles lo bien que la pasé, lo demuestro con una sonrisa de oreja a oreja <U+0001F97A><U+0001F498><U+2728><U+2728> ","Twitter for iPhone",0,65,"",2294625,"Me preguntan como la pasé en el show de María y no me sale explicarles lo bien que la pasé, lo demuestro con una sonrisa de oreja a oreja <U+0001F97A><U+0001F498><U+2728><U+2728> @MariaBecerra22 https://t.co/7uknwvP4je"
"DukiSSJ","chile te lo pido con todo mi corazón","Twitter for iPhone",0,5,"LAS NUBES",2840074,"@DukiSSJ chile te lo pido con todo mi corazón"
"PauloLondra","Vi unas votaciones ahí y nada quiero decirles que el tema que ahora voy a cantar con piso 21 se los dedico a ustedes que votan por mi enserio me siento más que motivado gracias a ustedes y me dan ganas de dejar todo, enserio son demasiado","Twitter for iPhone",9331,463,"",1741703,"Vi unas votaciones ahí y nada quiero decirles que el tema que ahora voy a cantar con piso 21 se los dedico a ustedes que votan por mi enserio me siento más que motivado gracias a ustedes y me dan ganas de dejar todo, enserio son demasiado"
"cazzuoficial","2014 / 2021 <U+0001F927> qué orgullo ","Twitter for iPhone",0,117,"Buenos Aires, Argentina",1653203,"2014 / 2021 <U+0001F927> qué orgullo @cazzuoficial https://t.co/Bi2Q0YOEUE"
"rusherkingg","Temazo","Twitter for iPhone",4154,60,"Santiago del Estero, Argentina",854599,"@tiagopzk Temazo"
"DukiSSJ","Y Chile pa cuando :(","Twitter for iPhone",0,9,"LAS NUBES",2840074,"@DukiSSJ Y Chile pa cuando :("
"LITkillah","Cuanto hace la session de paulo y biza en 24 horas? hagan sus apuestas, pa mi 50 millones","Twitter for iPhone",75003,1660,"Argentina",1569130,"Cuanto hace la session de paulo y biza en 24 horas? hagan sus apuestas, pa mi 50 millones"
"emimernes_","Yendo Concep. del Uruguay y Paysandú <U+0001F9F8><U+0001F496> nos vemos","Twitter for iPhone",5268,110,"Argentina",1017029,"Yendo Concep. del Uruguay y Paysandú <U+0001F9F8><U+0001F496> nos vemos"
"MariaBecerra22","<U+0001F97A><U+0001F62D><U+0001F62D> ","Twitter for iPhone",1603,50,"",2294625,"<U+0001F97A><U+0001F62D><U+0001F62D> https://t.co/pKKiWBxCvU"
"tiagopzk","ARGENTINA EN LA CASA LA CONCHA DE LA LORA","Twitter for iPhone",29876,1002,"",1302318,"ARGENTINA EN LA CASA LA CONCHA DE LA LORA"
"DukiSSJ","Santoz - Suzuki

""tengo la bendición like Duki""

(5/5) ","Twitter for iPhone",0,46,"LAS NUBES",2840074,"Santoz - Suzuki

""tengo la bendición like Duki""

(5/5) https://t.co/8KOj60A0yM"
"tiagopzk","<U+0001FAC0> ","Twitter for iPhone",30162,767,"",1302318,"<U+0001FAC0> https://t.co/o4lmDTS1FN"
"emimernes_","ahora que terminé GOT necesito que me recomienden una serie que supere esa (quitando el final <U+0001F97A>) . acaso existe ????","Twitter for iPhone",9157,145,"Argentina",1017029,"ahora que terminé GOT necesito que me recomienden una serie que supere esa (quitando el final <U+0001F97A>) . acaso existe ????"
"cazzuoficial","Yo en ningún lao’ echo raíces ni aunque cuelgues los aparatos, me dice que mata y muere si es por mi<U+0001F577> ","Twitter for iPhone",1291,85,"Buenos Aires, Argentina",1653203,"Yo en ningún lao’ echo raíces ni aunque cuelgues los aparatos, me dice que mata y muere si es por mi<U+0001F577> https://t.co/O8mz6jKBJP"
"MariaBecerra22","Partner in crime ","Twitter for iPhone",50399,1060,"",2294625,"Partner in crime @chilenabelu https://t.co/cN0RhofXWW"
"DukiSSJ","<U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D> ","Twitter for iPhone",183143,3293,"LAS NUBES",2840073,"<U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D><U+0001F60D> https://t.co/HKVV8THfKt"
"tiagopzk","Che dejen de ser tan tóxicos xfa,nosotros solo tratamos de darles música y crecer y estamos contentos por los logros de nuestros colegas , la verdad que no entiendo porque quieren generar una rivalidad entre artistas, disfruten y déjense de joder.","Twitter for iPhone",0,868,"",1302318,"Che dejen de ser tan tóxicos xfa,nosotros solo tratamos de darles música y crecer y estamos contentos por los logros de nuestros colegas , la verdad que no entiendo porque quieren generar una rivalidad entre artistas, disfruten y déjense de joder."
"TruenoOficiaI","9 DE SEPTIEMBRE.","Twitter for iPhone",11241,422,"Buenos Aires, Argentina",1348060,"9 DE SEPTIEMBRE."
"emimernes_","la de franui tiene mucha pinta <U+0001F924><U+0001F496> jajajaja","Twitter for iPhone",1686,26,"Argentina",1017029,"@ManuZuluaga11 la de franui tiene mucha pinta <U+0001F924><U+0001F496> jajajaja"
